cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,net_inc_sqft,gross_exp_sqft,standard_address,inc_tar_info,inc_tar_units_0bed,inc_tar_units_1bed,inc_tar_units_2bed,inc_tar_units_3bed,inc_tar_units_4bed,floodplain_flag,applied_filters,BBL,latitude,longitude
9522725,3013880004,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,290700,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,5.0,1925.0,1.0,,,319 Albany Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013880004.0,40.6696944,-73.9391435
9511254,3013400040,36047031100,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,535500,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8.0,1910.0,1.0,,,1600 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013400040.0,40.6766947,-73.9361773
9517504,3012650046,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,817200,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8.0,1905.0,1.0,,,869 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3012650046.0,40.6696892,-73.9395761
9477056,3012480046,36047031702,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,515700,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,5.0,1905.0,1.0,,,907 St Johns Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3012480046.0,40.6718288,-73.9482585
9503174,3012380046,36047021900,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,791550,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8.0,1906.0,1.0,,,721 Sterling Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3012380046.0,40.6731024,-73.9547645
9502920,3012230027,36047031100,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,519750,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,16.0,1906.0,1.0,12.1,12.1,1346 Bergen Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3012230027.0,40.675297,-73.9401587
9515618,3012030066,36047031300,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,1.0,973350,MHANY 2015 HOUSING DEVELOPMENT FUND CORP,8.0,1905.0,1.0,,,1445 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3012030066.0,40.6775687,-73.9436609
9522926,3013880048,36047033700,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,1.0,685800,935 EASTERN PARKWAY H,17.0,2000.0,1.0,6.4,10.4,935 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013880048.0,40.6695891,-73.937316
9523670,3013990062,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,1.0,3105000,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,83.0,1930.0,1.0,10.1,8.0,1933 Union Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013990062.0,40.6676488,-73.9240093
9479976,3007650006,36047008000,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1.0,,690750,FAC RESTORE HOUSING,8.0,1923.0,1.0,,,4707 4 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3007650006.0,40.64776,-74.0107316
9593784,3046490001,36047088600,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1.0,1.0,737100,"CITYWIDE PRESERVATION LLC,",35.0,1926.0,1.0,7.2,5.8,275 East 95 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3046490001.0,40.6595202,-73.9220758
9593777,3046470006,36047088200,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1.0,1.0,769050,"CITYWIDE PRESERVATION LLC,",36.0,1927.0,1.0,,,274 East 93 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3046470006.0,40.6587744,-73.9232228
9552388,3046270031,36047088200,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,1.0,1.0,669600,"CITYWIDE PRESERVATION LLC,",35.0,1920.0,1.0,6.4,6.6,270 East 92 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3046270031.0,40.6586928,-73.9243582
9539800,3017920068,36047027900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,1.0,891450,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,16.0,1931.0,1.0,16.7,11.1,103 Van Buren Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3017920068.0,40.6904682,-73.9416668
9539767,3017920064,36047027900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,1.0,313650,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,12.0,1931.0,1.0,12.4,15.2,117 Van Buren Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3017920064.0,40.6905174,-73.941252
9538977,3017870038,36047028100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,,585900,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,9.0,1931.0,1.0,,,192 Marcus Garvey Blvd,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3017870038.0,40.6915982,-73.9400431
9527581,3016050076,36047028100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,,494550,ECDO CITYWIDE PRESERVATION HOUSING DEVEL OPMENT,28.0,1931.0,3.0,5.8,5.6,827 Lafayette Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3016050076.0,40.6914826,-73.9393941
9525253,3014680053,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,229950,"CITYWIDE PRESERVATION LLC,",12.0,1910.0,1.0,5.1,4.7,1604 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014680053.0,40.6712189,-73.9149136
9501298,3009007503,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1.0,,1729802,UNAVAILABLE OWNER,7.0,2006.0,1.0,,,324 22 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3009007503.0,40.6586789,-73.9909714
9519250,3014680049,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,247500,"CITYWIDE PRESERVATION LLC,",12.0,1910.0,1.0,6.3,6.2,1594 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014680049.0,40.6711148,-73.9151661
9525251,3014680047,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,251100,"CITYWIDE PRESERVATION LLC,",12.0,1910.0,1.0,5.6,6.5,1592 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014680047.0,40.6710737,-73.9153031
9525250,3014680043,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,174600,"CITYWIDE PRESERVATION LLC,",12.0,1910.0,1.0,4.6,8.3,1582 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014680043.0,40.670986,-73.91557
9519247,3014680035,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,278100,"CITYWIDE PRESERVATION LLC,",19.0,1910.0,1.0,,,1566 Eastern Parkway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014680035.0,40.6708135,-73.9161326
9501299,3009007504,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1.0,,854998,UNAVAILABLE OWNER,7.0,2008.0,1.0,,,312 23 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3009007504.0,40.6583825,-73.9910688
9523673,3013990115,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,1.0,1944900,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,65.0,1928.0,1.0,7.3,11.0,1920 Union Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013990115.0,40.6672206,-73.923934
9523676,3013990145,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1.0,,823950,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,38.0,1926.0,1.0,7.1,8.6,1169 East New York Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3013990145.0,40.6669761,-73.9237
9481595,3014650050,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,727200,PARK MONROE II REHAB HOUSING DEVELOPMENT  FUND CORP,45.0,1910.0,1.0,5.3,4.2,1939 Park Place,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/185.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014650050.0,40.6716455,-73.9128799
9523792,3014000039,36047033500,South Crown Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,,288900,"BG REALTY 1574, LLC",16.0,1915.0,1.0,6.8,7.0,1574 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014000039.0,40.6679367,-73.9371625
9523290,3014020015,36047035100,North Crown Heights/Prospect Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,,289350,"BG REALTY 1574, LLC",16.0,1916.0,1.0,4.2,7.4,1666 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014020015.0,40.6677232,-73.9333958
9523345,3014020047,36047035100,North Crown Heights/Prospect Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,,382950,"BG REALTY 1574, LLC",16.0,1915.0,1.0,7.8,9.5,1681 President Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014020047.0,40.6673077,-73.9316552
9478590,3014030011,36047034900,North Crown Heights/Prospect Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,1.0,256950,"BG REALTY 1574, LLC",16.0,1914.0,1.0,5.7,9.9,1726 Union Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014030011.0,40.6675845,-73.9308222
9479019,3014120001,36047033300,South Crown Heights,City Council District 35,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,1.0,1016100,AMBASSADOR COURT ASSOC,54.0,1924.0,1.0,6.6,10.4,565 Crown Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014120001.0,40.6659534,-73.9393993
9479430,3014290156,36047087600,South Crown Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1.0,1.0,6105150,UNAVAILABLE OWNER,91.0,2011.0,1.0,25.5,7.6,805 East New York Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014290156.0,40.6627127,-73.9360104
9515493,3014320068,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,303300,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",16.0,1910.0,1.0,9.3,7.5,2063 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014320068.0,40.6762119,-73.9191109
9521847,3014980025,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,217350,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",16.0,1906.0,1.0,7.9,11.8,870 Macon Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014980025.0,40.684713,-73.9159961
9521850,3014980050,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,528750,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",8.0,1905.0,1.0,,,777 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014980050.0,40.6845066,-73.9153257
9480869,3015020014,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,744 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020014.0,40.6838819,-73.9167435
9520981,3015020016,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,748 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020016.0,40.6839037,-73.9165596
9520982,3015020018,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,448200,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,752 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020018.0,40.6839255,-73.9163721
9480873,3015020023,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,446400,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,762 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020023.0,40.6839773,-73.9159105
9526051,3015020024,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,446400,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,764 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020024.0,40.6839882,-73.9158168
9526069,3015020059,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,515700,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,675 Decatur Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020059.0,40.6836619,-73.9161669
9480876,3015020060,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,515700,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,673 Decatur Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015020060.0,40.6836509,-73.9162607
9526137,3015030014,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,247500,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,806 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015030014.0,40.6841873,-73.9140029
9480882,3015030017,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,247500,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",6.0,1905.0,1.0,,,812 Mac Donough Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3015030017.0,40.6842173,-73.9137396
9531410,3016640001,36047027500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,,562050,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC",7.0,1873.0,1.0,,,425 Marcus Garvey Blvd,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3016640001.0,40.6825913,-73.9376679
9524560,3014360001,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,310500,BTSY LLC,22.0,1910.0,4.0,4.2,7.4,2337 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014360001.0,40.6755803,-73.9077843
9524306,3014430008,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,917100,BTSY LLC,8.0,1910.0,3.0,,,2334 Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014430008.0,40.6751276,-73.9080265
9524564,3014360018,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,886050,MARY'S HALL INC.,16.0,2012.0,1.0,,,2354 Atlantic Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014360018.0,40.6758267,-73.9070017
9479445,3014360028,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,849150,MARY'S HALL INC.,16.0,2012.0,2.0,15.8,9.3,Atlantic Ave,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014360028.0,40.6757933,-73.906396
9521653,3014950001,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,3027150,NYCHA TRIBOROUGH PRESERVATION HDFC,126.0,1980.0,1.0,10.5,10.1,930 Halsey Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014950001.0,40.685153,-73.9172251
9521654,3014950013,36047037300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,3882150,NYCHA TRIBOROUGH PRESERVATION HDFC,125.0,1980.0,1.0,12.8,11.8,901 Macon Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014950013.0,40.6852676,-73.9162983
9524218,3014360036,36047036502,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,,1836000,MARY'S HALL INC.,32.0,2012.0,4.0,,,Pacific Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014360036.0,40.6755441,-73.9070958
9516205,3014470001,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,4130100,BERGEN SARATOGA,80.0,2015.0,1.0,17.9,9.6,331 Saratoga Avenue,Breakdown available,0.0,13.0,26.0,0.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014470001.0,40.6745575,-73.9162324
9517397,3014470067,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,1107000,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",16.0,2015.0,1.0,15.6,9.9,1969 Bergen Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014470067.0,40.6744609,-73.9155332
9516804,3014510042,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,646650,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",14.0,2013.0,1.0,14.5,9.2,404 Howard Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014510042.0,40.6739699,-73.9198022
9516806,3014510048,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,363600,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",7.0,2014.0,1.0,,,414 Howard Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014510048.0,40.6737092,-73.9198241
9517614,3014520001,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,293400,"HPMDG HOUSING DEVELOPMENT FUND COMPANY,  INC.",7.0,2015.0,1.0,,,1459 St Marks Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/140.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014520001.0,40.6737171,-73.9193302
9517615,3014520005,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,1220400,HOME FIRST HOUSING DEVELOPMENT FUND CORP ORATION,63.0,2010.0,1.0,,,403 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014520005.0,40.6739365,-73.919074
9517788,3014520062,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,4619700,ST MARKS BROWNSVILLE HSG DEV FD COR,72.0,2009.0,1.0,16.9,7.7,1505 St Marks Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014520062.0,40.6737763,-73.9177151
9479772,3014580140,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,5359500,NYC HOUSING AUTHORITY,78.0,2014.0,1.0,,,1765 Prospect Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014580140.0,40.6728156,-73.9177415
9518812,3014580052,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,1948050,NYC HOUSING AUTHORITY,32.0,2014.0,4.0,16.8,13.2,1743 Prospect Place,Breakdown available,0.0,12.0,55.0,4.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014580052.0,40.6728739,-73.9185886
